player_id,name,country,registration_date,age,Total_Bets,Total_Stake,Average_Bet,Total_Payout,Win_Rate,Deposit,Withdrawal,Active_Days,Net_Revenue,Cluster,Segment
35,Jennifer Simon,Mongolia,2025-12-26,50,51,4978.66,97.6207843137255,5799.78,0.4313725490196078,2007.35,1277.32,51,821.1199999999999,2,Regular Players
36,Lisa Garcia,Netherlands Antilles,2026-06-30,31,47,5198.82,110.6131914893617,7142.7,0.4680851063829787,2553.38,2480.44,47,1943.88,2,Regular Players
37,Christopher Johnston,United States Virgin Islands,2026-01-14,51,49,3901.7,79.62653061224489,7121.4400000000005,0.4897959183673469,1261.32,2595.18,49,3219.7400000000007,0,Casual Players
38,George Wolfe,Malaysia,2024-02-23,39,47,4727.92,100.59404255319149,7910.150000000001,0.4893617021276595,2944.22,2363.25,47,3182.2300000000005,1,VIP Players
39,Anne Benitez,Sudan,2025-04-10,65,45,4166.26,92.58355555555556,8103.72,0.5111111111111111,3558.77,0.0,45,3937.46,1,VIP Players
40,Xavier Lawson,Gibraltar,2025-02-25,57,45,4357.28,96.82844444444444,6771.39,0.4666666666666667,2049.35,1625.95,45,2414.1100000000006,0,Casual Players
41,Brittany Roberts,Spain,2024-03-11,44,58,6217.66,107.20103448275862,10661.69,0.5344827586206896,3229.7,5280.41,58,4444.030000000001,3,Dormant Players
42,Angela Estrada,Taiwan,2026-01-15,33,44,4181.71,95.03886363636364,8771.67,0.5909090909090909,379.39,2974.45,44,4589.96,1,VIP Players
43,Justin Baird,Iraq,2025-01-20,50,47,4243.17,90.28021276595744,5273.87,0.4468085106382978,2313.1,3156.65,47,1030.6999999999998,0,Casual Players
44,Bryan Fuller,Turkmenistan,2023-11-16,41,50,6082.33,121.6466,7716.46,0.5,1165.34,4196.41,50,1634.13,2,Regular Players
45,Jason Montoya,Reunion,2025-11-08,43,55,6043.7300000000005,109.886,10892.58,0.509090909090909,1061.15,1509.56,55,4848.849999999999,3,Dormant Players
46,Jessica Miller,Norway,2026-05-22,58,53,5681.52,107.19849056603776,8737.119999999999,0.4716981132075472,3821.84,2352.21,53,3055.5999999999985,2,Regular Players
47,Gregory Franklin,United Kingdom,2026-05-04,34,34,3090.25,90.88970588235294,4353.92,0.4411764705882353,4310.79,2379.68,34,1263.67,0,Casual Players
48,Jocelyn Mcguire,Germany,2025-07-25,35,50,4915.3,98.306,9205.5,0.5,4369.69,1925.44,50,4290.2,1,VIP Players
49,Deborah Reynolds,Montserrat,2025-02-03,24,39,4467.62,114.55435897435898,8068.94,0.6153846153846154,2893.13,1471.43,39,3601.3199999999997,1,VIP Players
50,Carol Austin,United Kingdom,2025-02-06,37,51,5452.68,106.91529411764706,8722.94,0.5490196078431373,2776.4300000000003,4703.85,51,3270.26,1,VIP Players
51,Nicolas Sanders,United States Virgin Islands,2023-12-27,64,48,5303.06,110.48041666666668,7993.41,0.4166666666666667,3216.4300000000003,2840.7799999999997,48,2690.3499999999995,2,Regular Players
52,Tina Good,Hungary,2025-10-05,32,38,3798.81,99.96868421052632,7099.28,0.6052631578947368,2610.1,2434.6899999999996,38,3300.47,1,VIP Players
53,Mr. Andrew Klein,Dominica,2025-03-17,25,45,4788.03,106.40066666666668,7072.05,0.4222222222222222,3233.93,1601.42,45,2284.0200000000004,0,Casual Players
54,Becky Ward,Niue,2025-01-04,46,56,5516.05,98.50089285714286,7981.98,0.5357142857142857,2657.8199999999997,3130.29,56,2465.9300000000003,2,Regular Players
55,Nathan Hughes,Mali,2025-01-07,54,49,4643.34,94.76204081632652,8388.06,0.5714285714285714,3916.67,4719.64,49,3744.7199999999993,1,VIP Players
56,Elizabeth Hess,Congo,2024-10-01,38,45,4679.94,103.99866666666664,7254.78,0.5555555555555556,1028.84,2831.79,45,2574.84,1,VIP Players
57,Melissa Green PhD,French Guiana,2026-02-20,27,59,6146.72,104.18169491525424,8870.25,0.5084745762711864,3340.0,2620.76,59,2723.5299999999997,3,Dormant Players
58,John Hamilton,Jamaica,2025-09-28,35,51,5978.7,117.22941176470589,8385.03,0.5098039215686274,2178.67,2007.6,51,2406.330000000001,2,Regular Players
59,Steven Lucas,Taiwan,2023-09-10,53,58,5668.3,97.7293103448276,10661.28,0.603448275862069,907.99,2222.59,58,4992.9800000000005,3,Dormant Players
60,Michelle Lewis,New Caledonia,2024-12-16,59,36,3920.55,108.90416666666668,5076.82,0.4722222222222222,3255.34,3330.02,36,1156.2699999999995,0,Casual Players
61,Julia Lawson,Antarctica (the territory South of 60 deg S),2023-09-20,47,51,4860.01,95.2943137254902,5615.53,0.4509803921568627,2783.33,3523.55,51,755.5199999999995,2,Regular Players
62,William Santos,Mongolia,2024-04-22,28,49,4422.97,90.26469387755104,5143.51,0.4489795918367347,1039.89,1410.02,49,720.54,0,Casual Players
63,Deborah Whitehead,Madagascar,2024-04-26,54,48,5620.93,117.10270833333334,8234.93,0.5416666666666666,710.85,5076.67,48,2614.0,1,VIP Players
64,Patrick Foster,Dominican Republic,2026-03-18,58,47,4606.94,98.02,4591.82,0.425531914893617,3809.41,3349.4700000000003,47,-15.11999999999989,0,Casual Players
65,James Smith,Liechtenstein,2026-06-02,46,47,4918.76,104.6544680851064,8859.76,0.5957446808510638,1266.02,2948.04,47,3941.0,1,VIP Players
66,Alexander Garcia,Burkina Faso,2025-03-07,22,52,5424.57,104.31865384615384,5941.32,0.4038461538461538,1911.09,3473.2200000000003,52,516.75,2,Regular Players
67,David Davis,Reunion,2024-07-01,55,42,3368.23,80.19595238095238,4555.58,0.4047619047619047,678.7,130.86,42,1187.35,0,Casual Players
68,Thomas Taylor,Serbia,2025-09-14,63,53,6021.95,113.62169811320754,8782.69,0.4339622641509434,1600.92,2086.3599999999997,53,2760.7400000000007,2,Regular Players
69,Samantha Morales,Panama,2023-09-01,31,46,5260.59,114.36065217391304,9924.27,0.5217391304347826,3003.25,5963.58,46,4663.68,1,VIP Players
70,Joshua Collins,Zambia,2024-01-01,19,48,4728.08,98.50166666666668,6946.83,0.5,2088.73,1691.0700000000002,48,2218.75,2,Regular Players
71,Elizabeth Burton,Anguilla,2024-11-24,18,41,4550.39,110.98512195121953,6570.33,0.4146341463414634,2939.87,2984.67,41,2019.9399999999996,0,Casual Players
72,Rachel Williams DVM,Czech Republic,2024-04-17,52,59,5488.76,93.02983050847456,9765.44,0.576271186440678,1817.25,3313.22,59,4276.68,3,Dormant Players
73,Stephanie Alvarado,Japan,2024-06-11,29,43,5049.2699999999995,117.42488372093024,8065.1,0.5348837209302325,2296.79,1253.81,43,3015.830000000001,1,VIP Players
74,Lisa Green,Comoros,2026-06-22,52,58,5887.12,101.50206896551724,7373.8,0.396551724137931,428.62,1218.31,58,1486.6800000000003,2,Regular Players
75,Aaron Patterson,Lao People's Democratic Republic,2025-04-16,37,55,5559.59,101.08345454545454,9862.38,0.6181818181818182,2055.73,4410.25,55,4302.789999999999,3,Dormant Players
76,Steven Cook,Saint Vincent and the Grenadines,2024-10-12,65,36,3407.02,94.63944444444444,5464.58,0.4444444444444444,1951.1,5294.72,36,2057.56,0,Casual Players
77,Kristin Francis,Iraq,2024-09-09,59,40,4442.13,111.05325,7401.5,0.525,2417.66,2821.69,40,2959.37,1,VIP Players
78,Laura Harris,Netherlands,2025-01-18,39,49,4489.27,91.61775510204085,8552.2,0.5306122448979592,2423.98,0.0,49,4062.93,1,VIP Players
79,Dr. Joshua Davis,Equatorial Guinea,2025-07-14,24,44,4610.3,104.77954545454546,6115.41,0.3863636363636363,2301.15,2587.5,44,1505.1099999999997,0,Casual Players
80,Ronald Ball,Cyprus,2023-10-08,52,53,4117.16,77.6822641509434,6075.64,0.5660377358490566,2271.69,1413.8200000000002,53,1958.4800000000005,0,Casual Players
81,Joshua Cook,Svalbard & Jan Mayen Islands,2026-04-27,31,52,5734.19,110.2728846153846,11349.95,0.5961538461538461,3178.75,2152.67,52,5615.760000000001,3,Dormant Players
82,Robert Schwartz,Liberia,2025-12-29,61,58,6403.36,110.40275862068964,9225.71,0.4827586206896552,579.0,714.8,58,2822.3500000000013,3,Dormant Players
83,Mary Davis,Sri Lanka,2026-05-20,31,56,5481.47,97.88339285714288,10593.14,0.5714285714285714,2733.5299999999997,4199.47,56,5111.669999999999,3,Dormant Players
84,Christopher Anderson,Cape Verde,2025-05-18,46,52,4807.87,92.45903846153846,6774.42,0.4230769230769231,3546.11,3180.94,52,1966.55,2,Regular Players
85,Kristie Cabrera,Barbados,2025-10-19,38,45,5113.79,113.63977777777778,5327.08,0.3555555555555555,1486.76,4008.9,45,213.28999999999996,0,Casual Players
86,Robert Crawford,Northern Mariana Islands,2024-12-07,35,49,5117.21,104.43285714285716,6880.84,0.4693877551020408,2284.44,1649.35,49,1763.63,2,Regular Players
87,Brenda Taylor,Eritrea,2025-02-17,27,59,5441.06,92.2213559322034,8539.51,0.4915254237288136,4495.02,4365.49,59,3098.45,3,Dormant Players
88,Billy Rich,Costa Rica,2026-06-05,24,45,4259.56,94.6568888888889,7250.36,0.5555555555555556,532.33,1831.76,45,2990.7999999999993,1,VIP Players
89,Sherry Hernandez,France,2025-04-29,65,43,5025.57,116.87372093023257,5137.81,0.4186046511627907,2105.07,697.68,43,112.24000000000068,0,Casual Players
90,Lori Jensen,South Georgia and the South Sandwich Islands,2025-02-06,21,42,4256.65,101.34880952380952,9075.21,0.5714285714285714,3485.8799999999997,1099.91,42,4818.5599999999995,1,VIP Players
91,Christopher Mendez,Suriname,2025-12-17,22,42,4338.58,103.2995238095238,8586.82,0.5714285714285714,3656.19,1652.23,42,4248.24,1,VIP Players
92,Thomas Torres,Portugal,2025-08-17,32,45,4858.9,107.97555555555554,9109.81,0.5777777777777777,1486.38,1266.47,45,4250.91,1,VIP Players
93,Chelsea Reynolds,Mauritania,2025-04-14,31,54,5625.55,104.17685185185184,8232.1,0.4629629629629629,685.4499999999999,3376.47,54,2606.55,2,Regular Players
94,Anthony Alvarado,Nepal,2024-07-25,49,49,4413.01,90.06142857142858,7603.39,0.5918367346938775,2854.14,3201.0299999999997,49,3190.38,1,VIP Players
95,Kristine Baxter,Belize,2024-06-27,58,58,5898.16,101.69241379310344,10100.17,0.4827586206896552,1928.03,2009.81,58,4202.01,3,Dormant Players
96,Nicole Clark,Croatia,2025-11-14,58,40,3875.52,96.888,7521.5,0.65,4394.25,1560.62,40,3645.98,1,VIP Players
97,Heather Singleton MD,Cambodia,2024-03-14,51,42,4633.6,110.32380952380952,4992.8,0.4285714285714285,2798.77,1646.39,42,359.1999999999998,0,Casual Players
98,Daniel Mckee,Cape Verde,2023-08-07,20,58,6174.08,106.4496551724138,9523.97,0.4827586206896552,4327.57,4047.4,58,3349.8899999999994,3,Dormant Players
99,Alan Patterson,Turks and Caicos Islands,2026-02-16,58,54,6292.13,116.52092592592592,9886.28,0.5,2612.36,2969.41,54,3594.1499999999987,3,Dormant Players
100,Nicholas Bender,Holy See (Vatican City State),2023-11-05,45,43,4247.91,98.7886046511628,8371.51,0.5116279069767442,1083.56,119.98,43,4123.6,1,VIP Players
101,Cynthia Reed,Mauritius,2024-06-11,63,48,4881.47,101.69729166666669,6887.71,0.4583333333333333,4342.32,766.88,48,2006.24,2,Regular Players
102,Ian Rodriguez,Syrian Arab Republic,2025-02-20,26,43,3796.5,88.29069767441861,5169.67,0.4651162790697674,1193.21,1440.3,43,1373.17,0,Casual Players
103,Melissa Robbins,Togo,2025-03-10,32,57,5837.44,102.41122807017544,8359.35,0.3859649122807017,1458.65,1487.09,57,2521.9100000000008,2,Regular Players
104,April Palmer,Uzbekistan,2026-01-08,55,46,4513.14,98.11173913043478,3368.85,0.391304347826087,2204.19,3378.41,46,-1144.2900000000004,0,Casual Players
105,Joseph Lewis,China,2023-08-20,36,47,4936.54,105.0327659574468,7901.32,0.6170212765957447,842.34,3263.86,47,2964.7799999999997,1,VIP Players
106,Miss Destiny Rodriguez,Saint Vincent and the Grenadines,2025-11-03,64,59,6201.4,105.10847457627118,8571.27,0.4915254237288136,2251.25,1834.1,59,2369.870000000001,3,Dormant Players
107,Erik Hicks,Bermuda,2025-05-09,38,53,5379.89,101.50735849056603,7539.75,0.4339622641509434,789.71,1075.1799999999998,53,2159.8599999999997,2,Regular Players
108,Melinda Boyle,Gibraltar,2026-05-14,33,69,6171.09,89.43608695652173,12009.18,0.5362318840579711,2143.64,1537.01,69,5838.09,3,Dormant Players
109,Caleb Brown,Jordan,2023-09-08,35,47,4571.09,97.2572340425532,6097.95,0.4893617021276595,2478.77,1403.9,47,1526.8599999999997,0,Casual Players
110,Joe Brown,Sweden,2023-08-02,26,34,3799.13,111.73911764705883,6659.29,0.5882352941176471,2081.24,927.88,34,2860.16,1,VIP Players
111,Carrie Burns,Bahamas,2025-01-28,38,67,6359.44,94.91701492537312,8848.96,0.5074626865671642,5098.88,479.99,67,2489.5199999999995,3,Dormant Players
112,James Taylor,Russian Federation,2024-11-22,64,47,4958.45,105.49893617021276,5083.25,0.3404255319148936,1873.08,2613.42,47,124.80000000000018,0,Casual Players
113,Heather Taylor,Bhutan,2026-01-15,44,44,4489.7,102.03863636363636,5380.0599999999995,0.4318181818181818,3069.16,2724.66,44,890.3599999999997,0,Casual Players
114,Christina Avila,Germany,2023-09-17,43,46,4316.64,93.84,7397.34,0.4782608695652174,3753.65,2807.96,46,3080.7,0,Casual Players
115,Kathleen Williams,Mongolia,2025-02-19,56,61,5773.2300000000005,94.64311475409836,12362.04,0.6065573770491803,3051.51,5900.54,61,6588.81,3,Dormant Players
116,Ronald Craig,Aruba,2025-11-22,49,49,5535.54,112.97020408163266,8056.68,0.4897959183673469,3606.16,1323.22,49,2521.1400000000003,2,Regular Players
117,Jimmy Curry DVM,Central African Republic,2026-05-14,60,55,6040.35,109.82454545454546,10439.23,0.4727272727272727,1527.1,2713.28,55,4398.879999999999,3,Dormant Players
118,Dr. Dominique Hernandez,Portugal,2023-08-07,62,54,4968.19,92.0035185185185,9068.66,0.5370370370370371,3403.69,3622.67,54,4100.47,1,VIP Players
119,Gregory Mathews,Dominica,2025-03-20,29,55,5368.9,97.61636363636364,8301.02,0.4545454545454545,1314.88,3346.07,55,2932.120000000001,2,Regular Players
120,Amy Lowe,Falkland Islands (Malvinas),2024-03-17,19,38,4057.16,106.76736842105262,7122.09,0.5526315789473685,1796.5700000000002,3789.31,38,3064.9300000000003,1,VIP Players
121,Derrick Brown,Costa Rica,2025-04-27,22,44,4616.51,104.92068181818182,6786.68,0.5,3780.14,3327.16,44,2170.17,0,Casual Players
122,Diana Alexander,Myanmar,2026-04-14,19,34,3500.59,102.95852941176472,7771.19,0.6470588235294118,3251.08,1666.6,34,4270.599999999999,1,VIP Players
123,Emma Richardson,Belize,2025-12-06,62,48,4554.71,94.88979166666668,6858.58,0.4791666666666667,2632.87,2601.4700000000003,48,2303.87,0,Casual Players
124,Jonathan Brown,French Polynesia,2026-03-01,24,46,4786.17,104.04717391304348,6925.49,0.4565217391304347,1565.61,5359.9,46,2139.3199999999997,0,Casual Players
125,Ricardo Thompson,Djibouti,2025-07-28,39,54,6296.49,116.60166666666666,7756.75,0.4259259259259259,1021.44,2303.34,54,1460.2600000000002,2,Regular Players
126,Morgan Hansen,Uzbekistan,2023-07-25,35,41,3900.79,95.14121951219512,5053.47,0.4878048780487805,1464.0200000000002,2161.95,41,1152.6800000000003,0,Casual Players
127,Mrs. Cindy Fields MD,Turks and Caicos Islands,2026-05-29,64,43,3940.47,91.63883720930234,4006.5,0.4418604651162791,2564.87,3591.56,43,66.02999999999975,0,Casual Players
128,Steven Gray,Anguilla,2024-02-16,54,40,3950.86,98.7715,7372.68,0.45,1959.18,2876.51,40,3421.82,0,Casual Players
129,Christina Rodriguez,Guadeloupe,2025-09-21,49,65,6431.2,98.94153846153846,10806.49,0.5076923076923077,2802.27,3111.68,65,4375.29,3,Dormant Players
130,John Duncan,Tokelau,2025-01-18,55,40,4070.15,101.75375,5730.76,0.45,1236.09,3696.64,40,1660.61,0,Casual Players
131,Anthony Walters MD,Falkland Islands (Malvinas),2023-12-02,65,48,4396.68,91.5975,5776.1,0.4583333333333333,1851.78,3923.97,48,1379.42,0,Casual Players
132,Rhonda Curry,El Salvador,2024-04-28,48,44,3902.98,88.70409090909091,5061.61,0.4318181818181818,1041.82,1512.95,44,1158.6299999999997,0,Casual Players
133,John Love,Sao Tome and Principe,2026-06-27,64,40,4215.08,105.377,6799.0199999999995,0.475,1870.63,573.79,40,2583.9399999999996,0,Casual Players
134,Tina Eaton,New Zealand,2024-02-14,45,46,5646.19,122.7432608695652,10304.33,0.4782608695652174,3041.13,5224.06,46,4658.14,1,VIP Players
135,Nicholas Wilson,Saudi Arabia,2024-09-27,65,55,5431.21,98.74927272727273,10117.67,0.5636363636363636,398.96,3335.17,55,4686.46,3,Dormant Players
136,Joshua Woods,Tunisia,2026-01-15,51,53,5825.42,109.91358490566036,8112.69,0.5094339622641509,3815.22,2013.63,53,2287.2700000000004,2,Regular Players
137,Jessica Coleman,Chad,2024-08-29,27,64,6630.78,103.6059375,9105.99,0.46875,892.78,2384.87,64,2475.21,3,Dormant Players
138,Sarah Alvarez,United States Virgin Islands,2026-01-15,18,44,4057.15,92.20795454545454,5087.99,0.4545454545454545,2308.54,1037.82,44,1030.8399999999997,0,Casual Players
139,Tammy Peterson,Maldives,2025-09-28,65,49,5830.19,118.9834693877551,9125.82,0.4489795918367347,1335.16,2283.62,49,3295.63,2,Regular Players
140,Ann Simon,Slovenia,2025-01-10,26,46,4414.77,95.97326086956522,9526.25,0.5652173913043478,2926.5,3583.94,46,5111.48,1,VIP Players
141,Sara Reyes,Antarctica (the territory South of 60 deg S),2024-05-25,18,65,6772.26,104.1886153846154,13236.65,0.6615384615384615,1499.62,1687.16,65,6464.389999999999,3,Dormant Players
142,Jessica Rodriguez,Faroe Islands,2026-05-06,65,51,4526.82,88.76117647058823,5931.88,0.4705882352941176,2728.37,4396.98,51,1405.0600000000004,0,Casual Players
143,Jesse Mcdonald,Singapore,2026-01-18,30,51,5178.29,101.53509803921568,8257.86,0.4705882352941176,907.57,2540.8199999999997,51,3079.5700000000006,2,Regular Players
144,Stephen Scott,Cyprus,2023-10-30,49,56,5108.44,91.22214285714286,6953.44,0.4821428571428571,2295.99,4796.72,56,1845.0,2,Regular Players
145,Jenna Smith,Sudan,2025-04-12,52,43,4215.54,98.03581395348836,6934.74,0.4883720930232558,3388.87,2943.3,43,2719.2,0,Casual Players
146,John Dominguez MD,Canada,2025-09-11,35,44,4094.16,93.0490909090909,7714.24,0.6363636363636364,2592.8,3224.29,44,3620.08,1,VIP Players
147,Seth Jones,Western Sahara,2024-05-25,31,59,5821.98,98.67762711864404,6189.8,0.3728813559322034,2197.7,798.9499999999999,59,367.8200000000006,2,Regular Players
148,Anthony Wilson,Svalbard & Jan Mayen Islands,2026-03-17,50,40,4125.35,103.13375,5346.780000000001,0.55,1804.69,2584.33,40,1221.4300000000003,0,Casual Players
149,Betty Cook,Switzerland,2025-10-16,41,53,6429.22,121.30603773584906,13029.77,0.6037735849056604,1820.89,3510.28,53,6600.55,3,Dormant Players
150,Anthony Spencer,Dominica,2024-02-24,23,42,4443.31,105.79309523809523,7534.13,0.4761904761904761,2500.4,1398.46,42,3090.8199999999997,1,VIP Players
151,Theresa Cain,Samoa,2025-10-07,47,49,5280.26,107.76040816326532,6736.29,0.5306122448979592,1914.65,2078.44,49,1456.0299999999995,2,Regular Players
152,Dawn Thompson,Czech Republic,2023-09-25,31,41,5080.61,123.91731707317072,7057.59,0.4390243902439024,3080.06,2711.1099999999997,41,1976.9800000000005,1,VIP Players
153,Diana Cunningham,Mauritius,2024-03-12,58,52,5831.15,112.1375,9926.5,0.5192307692307693,6958.04,4373.93,52,4095.35,3,Dormant Players
154,Ryan Smith,Zimbabwe,2025-12-07,19,46,4444.44,96.6182608695652,6322.59,0.4565217391304347,3184.89,5504.7699999999995,46,1878.1500000000003,0,Casual Players
155,Richard Daniel,Iceland,2024-03-15,56,56,5647.43,100.8469642857143,8384.539999999999,0.4464285714285714,5166.1,2714.82,56,2737.1099999999988,2,Regular Players
156,Victor Barajas,Faroe Islands,2023-10-29,41,52,5396.29,103.77480769230768,11212.16,0.5961538461538461,2080.5699999999997,3675.86,52,5815.87,3,Dormant Players
157,Amy Mcdonald,Jersey,2025-11-05,43,55,5891.91,107.12563636363636,8930.46,0.5454545454545454,1632.96,1400.25,55,3038.5499999999993,3,Dormant Players
158,Brittany Ortiz,Nauru,2026-06-18,28,40,3605.03,90.12575,4771.0,0.475,2944.0,6578.75,40,1165.9699999999998,0,Casual Players
159,Diana King,Heard Island and McDonald Islands,2024-06-24,28,44,4842.37,110.05386363636364,5335.85,0.4545454545454545,2521.25,3685.58,44,493.4800000000005,0,Casual Players
160,Julie Carter,Falkland Islands (Malvinas),2025-03-20,35,59,6198.89,105.06593220338983,12602.07,0.6779661016949152,1930.28,2317.99,59,6403.179999999999,3,Dormant Players
161,Diana Abbott,Belize,2025-01-08,64,67,6449.75,96.26492537313432,9272.46,0.5223880597014925,1804.22,1988.35,67,2822.709999999999,3,Dormant Players
162,Denise Dunlap,Guyana,2024-10-30,23,47,4588.54,97.62851063829788,6264.46,0.4680851063829787,60.52,3944.67,47,1675.92,0,Casual Players
163,Donna Valdez,Mauritania,2025-06-26,33,40,4248.26,106.2065,6726.22,0.475,1386.66,2340.89,40,2477.96,0,Casual Players
164,Michael Nguyen,Northern Mariana Islands,2026-02-10,48,47,4573.19,97.301914893617,7883.03,0.5531914893617021,3722.02,1676.1,47,3309.84,1,VIP Players
165,Rodney Dominguez,Morocco,2024-03-14,60,42,4070.13,96.90785714285714,6470.0599999999995,0.4761904761904761,1208.73,2210.18,42,2399.9299999999994,0,Casual Players
166,William Dixon,Hong Kong,2023-11-25,48,59,6011.76,101.8942372881356,9026.93,0.4745762711864407,3602.5,3467.2,59,3015.17,3,Dormant Players
167,Tara Austin,Antigua and Barbuda,2025-08-09,62,61,5175.83,84.84967213114754,7770.82,0.4754098360655737,1064.0,4413.88,61,2594.99,2,Regular Players
